"id","code","label","parentId","ontology","uri"
"urn:miriam:icd:Q21.4","Q21.4","Aortopulmonary septal defect","urn:miriam:icd:Q21","ICD-10","http://identifiers.org/icd/Q21.4"
"urn:miriam:icd:Q21.8","Q21.8","Other congenital malformations of cardiac septa","urn:miriam:icd:Q21","ICD-10","http://identifiers.org/icd/Q21.8"
"urn:miriam:icd:Q21.9","Q21.9","Congenital malformation of cardiac septum, unspecified","urn:miriam:icd:Q21","ICD-10","http://identifiers.org/icd/Q21.9"
"urn:miriam:icd:Q22","Q22","Congenital malformations of pulmonary and tricuspid valves","urn:miriam:icd:Q20-Q28","ICD-10","http://identifiers.org/icd/Q22"
"urn:miriam:icd:Q22.0","Q22.0","Pulmonary valve atresia","urn:miriam:icd:Q22","ICD-10","http://identifiers.org/icd/Q22.0"
"urn:miriam:icd:Q22.1","Q22.1","Congenital pulmonary valve stenosis","urn:miriam:icd:Q22","ICD-10","http://identifiers.org/icd/Q22.1"
"urn:miriam:icd:Q22.2","Q22.2","Congenital pulmonary valve insufficiency","urn:miriam:icd:Q22","ICD-10","http://identifiers.org/icd/Q22.2"
"urn:miriam:icd:Q22.3","Q22.3","Other congenital malformations of pulmonary valve","urn:miriam:icd:Q22","ICD-10","http://identifiers.org/icd/Q22.3"
"urn:miriam:icd:Q22.4","Q22.4","Congenital tricuspid stenosis","urn:miriam:icd:Q22","ICD-10","http://identifiers.org/icd/Q22.4"
"urn:miriam:icd:Q22.5","Q22.5","Ebstein anomaly","urn:miriam:icd:Q22","ICD-10","http://identifiers.org/icd/Q22.5"
"urn:miriam:icd:Q22.6","Q22.6","Hypoplastic right heart syndrome","urn:miriam:icd:Q22","ICD-10","http://identifiers.org/icd/Q22.6"
"urn:miriam:icd:Q22.8","Q22.8","Other congenital malformations of tricuspid valve","urn:miriam:icd:Q22","ICD-10","http://identifiers.org/icd/Q22.8"
"urn:miriam:icd:Q22.9","Q22.9","Congenital malformation of tricuspid valve, unspecified","urn:miriam:icd:Q22","ICD-10","http://identifiers.org/icd/Q22.9"
"urn:miriam:icd:Q23","Q23","Congenital malformations of aortic and mitral valves","urn:miriam:icd:Q20-Q28","ICD-10","http://identifiers.org/icd/Q23"
"urn:miriam:icd:Q23.0","Q23.0","Congenital stenosis of aortic valve","urn:miriam:icd:Q23","ICD-10","http://identifiers.org/icd/Q23.0"
"urn:miriam:icd:Q23.1","Q23.1","Congenital insufficiency of aortic valve","urn:miriam:icd:Q23","ICD-10","http://identifiers.org/icd/Q23.1"
"urn:miriam:icd:Q23.2","Q23.2","Congenital mitral stenosis","urn:miriam:icd:Q23","ICD-10","http://identifiers.org/icd/Q23.2"
"urn:miriam:icd:Q23.3","Q23.3","Congenital mitral insufficiency","urn:miriam:icd:Q23","ICD-10","http://identifiers.org/icd/Q23.3"
"urn:miriam:icd:Q23.4","Q23.4","Hypoplastic left heart syndrome","urn:miriam:icd:Q23","ICD-10","http://identifiers.org/icd/Q23.4"
"urn:miriam:icd:Q23.8","Q23.8","Other congenital malformations of aortic and mitral valves","urn:miriam:icd:Q23","ICD-10","http://identifiers.org/icd/Q23.8"
"urn:miriam:icd:Q23.9","Q23.9","Congenital malformation of aortic and mitral valves, unspecified","urn:miriam:icd:Q23","ICD-10","http://identifiers.org/icd/Q23.9"
"urn:miriam:icd:Q24","Q24","Other congenital malformations of heart","urn:miriam:icd:Q20-Q28","ICD-10","http://identifiers.org/icd/Q24"
"urn:miriam:icd:Q24.0","Q24.0","Dextrocardia","urn:miriam:icd:Q24","ICD-10","http://identifiers.org/icd/Q24.0"
"urn:miriam:icd:Q24.1","Q24.1","Laevocardia","urn:miriam:icd:Q24","ICD-10","http://identifiers.org/icd/Q24.1"
"urn:miriam:icd:Q24.2","Q24.2","Cor triatriatum","urn:miriam:icd:Q24","ICD-10","http://identifiers.org/icd/Q24.2"
"urn:miriam:icd:Q24.3","Q24.3","Pulmonary infundibular stenosis","urn:miriam:icd:Q24","ICD-10","http://identifiers.org/icd/Q24.3"
"urn:miriam:icd:Q24.4","Q24.4","Congenital subaortic stenosis","urn:miriam:icd:Q24","ICD-10","http://identifiers.org/icd/Q24.4"
"urn:miriam:icd:Q24.5","Q24.5","Malformation of coronary vessels","urn:miriam:icd:Q24","ICD-10","http://identifiers.org/icd/Q24.5"
"urn:miriam:icd:Q24.6","Q24.6","Congenital heart block","urn:miriam:icd:Q24","ICD-10","http://identifiers.org/icd/Q24.6"
"urn:miriam:icd:Q24.8","Q24.8","Other specified congenital malformations of heart","urn:miriam:icd:Q24","ICD-10","http://identifiers.org/icd/Q24.8"
"urn:miriam:icd:Q24.9","Q24.9","Congenital malformation of heart, unspecified","urn:miriam:icd:Q24","ICD-10","http://identifiers.org/icd/Q24.9"
"urn:miriam:icd:Q25","Q25","Congenital malformations of great arteries","urn:miriam:icd:Q20-Q28","ICD-10","http://identifiers.org/icd/Q25"
"urn:miriam:icd:Q25.0","Q25.0","Patent ductus arteriosus","urn:miriam:icd:Q25","ICD-10","http://identifiers.org/icd/Q25.0"
"urn:miriam:icd:Q25.1","Q25.1","Coarctation of aorta","urn:miriam:icd:Q25","ICD-10","http://identifiers.org/icd/Q25.1"
"urn:miriam:icd:Q25.2","Q25.2","Atresia of aorta","urn:miriam:icd:Q25","ICD-10","http://identifiers.org/icd/Q25.2"
"urn:miriam:icd:Q25.3","Q25.3","Stenosis of aorta","urn:miriam:icd:Q25","ICD-10","http://identifiers.org/icd/Q25.3"
"urn:miriam:icd:Q25.4","Q25.4","Other congenital malformations of aorta","urn:miriam:icd:Q25","ICD-10","http://identifiers.org/icd/Q25.4"
"urn:miriam:icd:Q25.5","Q25.5","Atresia of pulmonary artery","urn:miriam:icd:Q25","ICD-10","http://identifiers.org/icd/Q25.5"
"urn:miriam:icd:Q25.6","Q25.6","Stenosis of pulmonary artery","urn:miriam:icd:Q25","ICD-10","http://identifiers.org/icd/Q25.6"
"urn:miriam:icd:Q25.7","Q25.7","Other congenital malformations of pulmonary artery","urn:miriam:icd:Q25","ICD-10","http://identifiers.org/icd/Q25.7"
"urn:miriam:icd:Q25.8","Q25.8","Other congenital malformations of great arteries","urn:miriam:icd:Q25","ICD-10","http://identifiers.org/icd/Q25.8"
"urn:miriam:icd:Q25.9","Q25.9","Congenital malformation of great arteries, unspecified","urn:miriam:icd:Q25","ICD-10","http://identifiers.org/icd/Q25.9"
"urn:miriam:icd:Q26","Q26","Congenital malformations of great veins","urn:miriam:icd:Q20-Q28","ICD-10","http://identifiers.org/icd/Q26"
"urn:miriam:icd:Q26.0","Q26.0","Congenital stenosis of vena cava","urn:miriam:icd:Q26","ICD-10","http://identifiers.org/icd/Q26.0"
"urn:miriam:icd:Q26.1","Q26.1","Persistent left superior vena cava","urn:miriam:icd:Q26","ICD-10","http://identifiers.org/icd/Q26.1"
"urn:miriam:icd:Q26.2","Q26.2","Total anomalous pulmonary venous connection","urn:miriam:icd:Q26","ICD-10","http://identifiers.org/icd/Q26.2"
"urn:miriam:icd:Q26.3","Q26.3","Partial anomalous pulmonary venous connection","urn:miriam:icd:Q26","ICD-10","http://identifiers.org/icd/Q26.3"
"urn:miriam:icd:Q26.4","Q26.4","Anomalous pulmonary venous connection, unspecified","urn:miriam:icd:Q26","ICD-10","http://identifiers.org/icd/Q26.4"
"urn:miriam:icd:Q26.5","Q26.5","Anomalous portal venous connection","urn:miriam:icd:Q26","ICD-10","http://identifiers.org/icd/Q26.5"
"urn:miriam:icd:Q26.6","Q26.6","Portal vein-hepatic artery fistula","urn:miriam:icd:Q26","ICD-10","http://identifiers.org/icd/Q26.6"
"urn:miriam:icd:Q26.8","Q26.8","Other congenital malformations of great veins","urn:miriam:icd:Q26","ICD-10","http://identifiers.org/icd/Q26.8"
"urn:miriam:icd:Q26.9","Q26.9","Congenital malformation of great vein, unspecified","urn:miriam:icd:Q26","ICD-10","http://identifiers.org/icd/Q26.9"
"urn:miriam:icd:Q27","Q27","Other congenital malformations of peripheral vascular system","urn:miriam:icd:Q20-Q28","ICD-10","http://identifiers.org/icd/Q27"
"urn:miriam:icd:Q27.0","Q27.0","Congenital absence and hypoplasia of umbilical artery","urn:miriam:icd:Q27","ICD-10","http://identifiers.org/icd/Q27.0"
"urn:miriam:icd:Q27.1","Q27.1","Congenital renal artery stenosis","urn:miriam:icd:Q27","ICD-10","http://identifiers.org/icd/Q27.1"
"urn:miriam:icd:Q27.2","Q27.2","Other congenital malformations of renal artery","urn:miriam:icd:Q27","ICD-10","http://identifiers.org/icd/Q27.2"
"urn:miriam:icd:Q27.3","Q27.3","Peripheral arteriovenous malformation","urn:miriam:icd:Q27","ICD-10","http://identifiers.org/icd/Q27.3"
"urn:miriam:icd:Q27.4","Q27.4","Congenital phlebectasia","urn:miriam:icd:Q27","ICD-10","http://identifiers.org/icd/Q27.4"
"urn:miriam:icd:Q27.8","Q27.8","Other specified congenital malformations of peripheral vascular system","urn:miriam:icd:Q27","ICD-10","http://identifiers.org/icd/Q27.8"
"urn:miriam:icd:Q27.9","Q27.9","Congenital malformation of peripheral vascular system, unspecified","urn:miriam:icd:Q27","ICD-10","http://identifiers.org/icd/Q27.9"
"urn:miriam:icd:Q28","Q28","Other congenital malformations of circulatory system","urn:miriam:icd:Q20-Q28","ICD-10","http://identifiers.org/icd/Q28"
"urn:miriam:icd:Q28.0","Q28.0","Arteriovenous malformation of precerebral vessels","urn:miriam:icd:Q28","ICD-10","http://identifiers.org/icd/Q28.0"
"urn:miriam:icd:Q28.1","Q28.1","Other malformations of precerebral vessels","urn:miriam:icd:Q28","ICD-10","http://identifiers.org/icd/Q28.1"
"urn:miriam:icd:Q28.2","Q28.2","Arteriovenous malformation of cerebral vessels","urn:miriam:icd:Q28","ICD-10","http://identifiers.org/icd/Q28.2"
"urn:miriam:icd:Q28.3","Q28.3","Other malformations of cerebral vessels","urn:miriam:icd:Q28","ICD-10","http://identifiers.org/icd/Q28.3"
"urn:miriam:icd:Q28.8","Q28.8","Other specified congenital malformations of circulatory system","urn:miriam:icd:Q28","ICD-10","http://identifiers.org/icd/Q28.8"
"urn:miriam:icd:Q28.9","Q28.9","Congenital malformation of circulatory system, unspecified","urn:miriam:icd:Q28","ICD-10","http://identifiers.org/icd/Q28.9"
"urn:miriam:icd:Q30-Q34","Q30-Q34","Congenital malformations of the respiratory system","urn:miriam:icd:XVII","ICD-10",""
"urn:miriam:icd:Q30","Q30","Congenital malformations of nose","urn:miriam:icd:Q30-Q34","ICD-10","http://identifiers.org/icd/Q30"
"urn:miriam:icd:Q30.0","Q30.0","Choanal atresia","urn:miriam:icd:Q30","ICD-10","http://identifiers.org/icd/Q30.0"
"urn:miriam:icd:Q30.1","Q30.1","Agenesis and underdevelopment of nose","urn:miriam:icd:Q30","ICD-10","http://identifiers.org/icd/Q30.1"
"urn:miriam:icd:Q30.2","Q30.2","Fissured, notched and cleft nose","urn:miriam:icd:Q30","ICD-10","http://identifiers.org/icd/Q30.2"
"urn:miriam:icd:Q30.3","Q30.3","Congenital perforated nasal septum","urn:miriam:icd:Q30","ICD-10","http://identifiers.org/icd/Q30.3"
"urn:miriam:icd:Q30.8","Q30.8","Other congenital malformations of nose","urn:miriam:icd:Q30","ICD-10","http://identifiers.org/icd/Q30.8"
"urn:miriam:icd:Q30.9","Q30.9","Congenital malformation of nose, unspecified","urn:miriam:icd:Q30","ICD-10","http://identifiers.org/icd/Q30.9"
"urn:miriam:icd:Q31","Q31","Congenital malformations of larynx","urn:miriam:icd:Q30-Q34","ICD-10","http://identifiers.org/icd/Q31"
"urn:miriam:icd:Q31.0","Q31.0","Web of larynx","urn:miriam:icd:Q31","ICD-10","http://identifiers.org/icd/Q31.0"
"urn:miriam:icd:Q31.1","Q31.1","Congenital subglottic stenosis","urn:miriam:icd:Q31","ICD-10","http://identifiers.org/icd/Q31.1"
"urn:miriam:icd:Q31.2","Q31.2","Laryngeal hypoplasia","urn:miriam:icd:Q31","ICD-10","http://identifiers.org/icd/Q31.2"
"urn:miriam:icd:Q31.3","Q31.3","Laryngocele","urn:miriam:icd:Q31","ICD-10","http://identifiers.org/icd/Q31.3"
"urn:miriam:icd:Q31.5","Q31.5","Congenital laryngomalacia","urn:miriam:icd:Q31","ICD-10","http://identifiers.org/icd/Q31.5"
"urn:miriam:icd:Q31.8","Q31.8","Other congenital malformations of larynx","urn:miriam:icd:Q31","ICD-10","http://identifiers.org/icd/Q31.8"
"urn:miriam:icd:Q31.9","Q31.9","Congenital malformation of larynx, unspecified","urn:miriam:icd:Q31","ICD-10","http://identifiers.org/icd/Q31.9"
"urn:miriam:icd:Q32","Q32","Congenital malformations of trachea and bronchus","urn:miriam:icd:Q30-Q34","ICD-10","http://identifiers.org/icd/Q32"
"urn:miriam:icd:Q32.0","Q32.0","Congenital tracheomalacia","urn:miriam:icd:Q32","ICD-10","http://identifiers.org/icd/Q32.0"
"urn:miriam:icd:Q32.1","Q32.1","Other congenital malformations of trachea","urn:miriam:icd:Q32","ICD-10","http://identifiers.org/icd/Q32.1"
"urn:miriam:icd:Q32.2","Q32.2","Congenital bronchomalacia","urn:miriam:icd:Q32","ICD-10","http://identifiers.org/icd/Q32.2"
"urn:miriam:icd:Q32.3","Q32.3","Congenital stenosis of bronchus","urn:miriam:icd:Q32","ICD-10","http://identifiers.org/icd/Q32.3"
"urn:miriam:icd:Q32.4","Q32.4","Other congenital malformations of bronchus","urn:miriam:icd:Q32","ICD-10","http://identifiers.org/icd/Q32.4"
"urn:miriam:icd:Q33","Q33","Congenital malformations of lung","urn:miriam:icd:Q30-Q34","ICD-10","http://identifiers.org/icd/Q33"
"urn:miriam:icd:Q33.0","Q33.0","Congenital cystic lung","urn:miriam:icd:Q33","ICD-10","http://identifiers.org/icd/Q33.0"
"urn:miriam:icd:Q33.1","Q33.1","Accessory lobe of lung","urn:miriam:icd:Q33","ICD-10","http://identifiers.org/icd/Q33.1"
"urn:miriam:icd:Q33.2","Q33.2","Sequestration of lung","urn:miriam:icd:Q33","ICD-10","http://identifiers.org/icd/Q33.2"
"urn:miriam:icd:Q33.3","Q33.3","Agenesis of lung","urn:miriam:icd:Q33","ICD-10","http://identifiers.org/icd/Q33.3"
"urn:miriam:icd:Q33.4","Q33.4","Congenital bronchiectasis","urn:miriam:icd:Q33","ICD-10","http://identifiers.org/icd/Q33.4"
"urn:miriam:icd:Q33.5","Q33.5","Ectopic tissue in lung","urn:miriam:icd:Q33","ICD-10","http://identifiers.org/icd/Q33.5"
"urn:miriam:icd:Q33.6","Q33.6","Hypoplasia and dysplasia of lung","urn:miriam:icd:Q33","ICD-10","http://identifiers.org/icd/Q33.6"
"urn:miriam:icd:Q33.8","Q33.8","Other congenital malformations of lung","urn:miriam:icd:Q33","ICD-10","http://identifiers.org/icd/Q33.8"
"urn:miriam:icd:Q33.9","Q33.9","Congenital malformation of lung, unspecified","urn:miriam:icd:Q33","ICD-10","http://identifiers.org/icd/Q33.9"
"urn:miriam:icd:Q34","Q34","Other congenital malformations of respiratory system","urn:miriam:icd:Q30-Q34","ICD-10","http://identifiers.org/icd/Q34"
"urn:miriam:icd:Q34.0","Q34.0","Anomaly of pleura","urn:miriam:icd:Q34","ICD-10","http://identifiers.org/icd/Q34.0"
"urn:miriam:icd:Q34.1","Q34.1","Congenital cyst of mediastinum","urn:miriam:icd:Q34","ICD-10","http://identifiers.org/icd/Q34.1"
"urn:miriam:icd:Q34.8","Q34.8","Other specified congenital malformations of respiratory system","urn:miriam:icd:Q34","ICD-10","http://identifiers.org/icd/Q34.8"
"urn:miriam:icd:Q34.9","Q34.9","Congenital malformation of respiratory system, unspecified","urn:miriam:icd:Q34","ICD-10","http://identifiers.org/icd/Q34.9"
"urn:miriam:icd:Q35-Q37","Q35-Q37","Cleft lip and cleft palate","urn:miriam:icd:XVII","ICD-10",""
"urn:miriam:icd:Q35","Q35","Cleft palate","urn:miriam:icd:Q35-Q37","ICD-10","http://identifiers.org/icd/Q35"
"urn:miriam:icd:Q35.1","Q35.1","Cleft hard palate","urn:miriam:icd:Q35","ICD-10","http://identifiers.org/icd/Q35.1"
"urn:miriam:icd:Q35.3","Q35.3","Cleft soft palate","urn:miriam:icd:Q35","ICD-10","http://identifiers.org/icd/Q35.3"
"urn:miriam:icd:Q35.5","Q35.5","Cleft hard palate with cleft soft palate","urn:miriam:icd:Q35","ICD-10","http://identifiers.org/icd/Q35.5"
"urn:miriam:icd:Q35.7","Q35.7","Cleft uvula","urn:miriam:icd:Q35","ICD-10","http://identifiers.org/icd/Q35.7"
"urn:miriam:icd:Q35.9","Q35.9","Cleft palate, unspecified","urn:miriam:icd:Q35","ICD-10","http://identifiers.org/icd/Q35.9"
"urn:miriam:icd:Q36","Q36","Cleft lip","urn:miriam:icd:Q35-Q37","ICD-10","http://identifiers.org/icd/Q36"
"urn:miriam:icd:Q36.0","Q36.0","Cleft lip, bilateral","urn:miriam:icd:Q36","ICD-10","http://identifiers.org/icd/Q36.0"
"urn:miriam:icd:Q36.1","Q36.1","Cleft lip, median","urn:miriam:icd:Q36","ICD-10","http://identifiers.org/icd/Q36.1"
"urn:miriam:icd:Q36.9","Q36.9","Cleft lip, unilateral","urn:miriam:icd:Q36","ICD-10","http://identifiers.org/icd/Q36.9"
"urn:miriam:icd:Q37","Q37","Cleft palate with cleft lip","urn:miriam:icd:Q35-Q37","ICD-10","http://identifiers.org/icd/Q37"
"urn:miriam:icd:Q37.0","Q37.0","Cleft hard palate with bilateral cleft lip","urn:miriam:icd:Q37","ICD-10","http://identifiers.org/icd/Q37.0"
"urn:miriam:icd:Q37.1","Q37.1","Cleft hard palate with unilateral cleft lip","urn:miriam:icd:Q37","ICD-10","http://identifiers.org/icd/Q37.1"
"urn:miriam:icd:Q37.2","Q37.2","Cleft soft palate with bilateral cleft lip","urn:miriam:icd:Q37","ICD-10","http://identifiers.org/icd/Q37.2"
"urn:miriam:icd:Q37.3","Q37.3","Cleft soft palate with unilateral cleft lip","urn:miriam:icd:Q37","ICD-10","http://identifiers.org/icd/Q37.3"
"urn:miriam:icd:Q37.4","Q37.4","Cleft hard and soft palate with bilateral cleft lip","urn:miriam:icd:Q37","ICD-10","http://identifiers.org/icd/Q37.4"
"urn:miriam:icd:Q37.5","Q37.5","Cleft hard and soft palate with unilateral cleft lip","urn:miriam:icd:Q37","ICD-10","http://identifiers.org/icd/Q37.5"
"urn:miriam:icd:Q37.8","Q37.8","Unspecified cleft palate with bilateral cleft lip","urn:miriam:icd:Q37","ICD-10","http://identifiers.org/icd/Q37.8"
"urn:miriam:icd:Q37.9","Q37.9","Unspecified cleft palate with unilateral cleft lip","urn:miriam:icd:Q37","ICD-10","http://identifiers.org/icd/Q37.9"
"urn:miriam:icd:Q38-Q45","Q38-Q45","Other congenital malformations of the digestive system","urn:miriam:icd:XVII","ICD-10",""
"urn:miriam:icd:Q38","Q38","Other congenital malformations of tongue, mouth and pharynx","urn:miriam:icd:Q38-Q45","ICD-10","http://identifiers.org/icd/Q38"
"urn:miriam:icd:Q38.0","Q38.0","Congenital malformations of lips, not elsewhere classified","urn:miriam:icd:Q38","ICD-10","http://identifiers.org/icd/Q38.0"
"urn:miriam:icd:Q38.1","Q38.1","Ankyloglossia","urn:miriam:icd:Q38","ICD-10","http://identifiers.org/icd/Q38.1"
"urn:miriam:icd:Q38.2","Q38.2","Macroglossia","urn:miriam:icd:Q38","ICD-10","http://identifiers.org/icd/Q38.2"
"urn:miriam:icd:Q38.3","Q38.3","Other congenital malformations of tongue","urn:miriam:icd:Q38","ICD-10","http://identifiers.org/icd/Q38.3"
"urn:miriam:icd:Q38.4","Q38.4","Congenital malformations of salivary glands and ducts","urn:miriam:icd:Q38","ICD-10","http://identifiers.org/icd/Q38.4"
"urn:miriam:icd:Q38.5","Q38.5","Congenital malformations of palate, not elsewhere classified","urn:miriam:icd:Q38","ICD-10","http://identifiers.org/icd/Q38.5"
"urn:miriam:icd:Q38.6","Q38.6","Other congenital malformations of mouth","urn:miriam:icd:Q38","ICD-10","http://identifiers.org/icd/Q38.6"
"urn:miriam:icd:Q38.7","Q38.7","Pharyngeal pouch","urn:miriam:icd:Q38","ICD-10","http://identifiers.org/icd/Q38.7"
"urn:miriam:icd:Q38.8","Q38.8","Other congenital malformations of pharynx","urn:miriam:icd:Q38","ICD-10","http://identifiers.org/icd/Q38.8"
"urn:miriam:icd:Q39","Q39","Congenital malformations of oesophagus","urn:miriam:icd:Q38-Q45","ICD-10","http://identifiers.org/icd/Q39"
"urn:miriam:icd:Q39.0","Q39.0","Atresia of oesophagus without fistula","urn:miriam:icd:Q39","ICD-10","http://identifiers.org/icd/Q39.0"
"urn:miriam:icd:Q39.1","Q39.1","Atresia of oesophagus with tracheo-oesophageal fistula","urn:miriam:icd:Q39","ICD-10","http://identifiers.org/icd/Q39.1"
"urn:miriam:icd:Q39.2","Q39.2","Congenital tracheo-oesophageal fistula without atresia","urn:miriam:icd:Q39","ICD-10","http://identifiers.org/icd/Q39.2"
"urn:miriam:icd:Q39.3","Q39.3","Congenital stenosis and stricture of oesophagus","urn:miriam:icd:Q39","ICD-10","http://identifiers.org/icd/Q39.3"
"urn:miriam:icd:Q39.4","Q39.4","Oesophageal web","urn:miriam:icd:Q39","ICD-10","http://identifiers.org/icd/Q39.4"
"urn:miriam:icd:Q39.5","Q39.5","Congenital dilatation of oesophagus","urn:miriam:icd:Q39","ICD-10","http://identifiers.org/icd/Q39.5"
"urn:miriam:icd:Q39.6","Q39.6","Diverticulum of oesophagus","urn:miriam:icd:Q39","ICD-10","http://identifiers.org/icd/Q39.6"
"urn:miriam:icd:Q39.8","Q39.8","Other congenital malformations of oesophagus","urn:miriam:icd:Q39","ICD-10","http://identifiers.org/icd/Q39.8"
"urn:miriam:icd:Q39.9","Q39.9","Congenital malformation of oesophagus, unspecified","urn:miriam:icd:Q39","ICD-10","http://identifiers.org/icd/Q39.9"
"urn:miriam:icd:Q40","Q40","Other congenital malformations of upper alimentary tract","urn:miriam:icd:Q38-Q45","ICD-10","http://identifiers.org/icd/Q40"
"urn:miriam:icd:Q40.0","Q40.0","Congenital hypertrophic pyloric stenosis","urn:miriam:icd:Q40","ICD-10","http://identifiers.org/icd/Q40.0"
"urn:miriam:icd:Q40.1","Q40.1","Congenital hiatus hernia","urn:miriam:icd:Q40","ICD-10","http://identifiers.org/icd/Q40.1"
"urn:miriam:icd:Q40.2","Q40.2","Other specified congenital malformations of stomach","urn:miriam:icd:Q40","ICD-10","http://identifiers.org/icd/Q40.2"
"urn:miriam:icd:Q40.3","Q40.3","Congenital malformation of stomach, unspecified","urn:miriam:icd:Q40","ICD-10","http://identifiers.org/icd/Q40.3"
"urn:miriam:icd:Q40.8","Q40.8","Other specified congenital malformations of upper alimentary tract","urn:miriam:icd:Q40","ICD-10","http://identifiers.org/icd/Q40.8"
"urn:miriam:icd:Q40.9","Q40.9","Congenital malformation of upper alimentary tract, unspecified","urn:miriam:icd:Q40","ICD-10","http://identifiers.org/icd/Q40.9"
"urn:miriam:icd:Q41","Q41","Congenital absence, atresia and stenosis of small intestine","urn:miriam:icd:Q38-Q45","ICD-10","http://identifiers.org/icd/Q41"
"urn:miriam:icd:Q41.0","Q41.0","Congenital absence, atresia and stenosis of duodenum","urn:miriam:icd:Q41","ICD-10","http://identifiers.org/icd/Q41.0"
"urn:miriam:icd:Q41.1","Q41.1","Congenital absence, atresia and stenosis of jejunum","urn:miriam:icd:Q41","ICD-10","http://identifiers.org/icd/Q41.1"
"urn:miriam:icd:Q41.2","Q41.2","Congenital absence, atresia and stenosis of ileum","urn:miriam:icd:Q41","ICD-10","http://identifiers.org/icd/Q41.2"
"urn:miriam:icd:Q41.8","Q41.8","Congenital absence, atresia and stenosis of other specified parts of small intestine","urn:miriam:icd:Q41","ICD-10","http://identifiers.org/icd/Q41.8"
"urn:miriam:icd:Q41.9","Q41.9","Congenital absence, atresia and stenosis of small intestine, part unspecified","urn:miriam:icd:Q41","ICD-10","http://identifiers.org/icd/Q41.9"
"urn:miriam:icd:Q42","Q42","Congenital absence, atresia and stenosis of large intestine","urn:miriam:icd:Q38-Q45","ICD-10","http://identifiers.org/icd/Q42"
"urn:miriam:icd:Q42.0","Q42.0","Congenital absence, atresia and stenosis of rectum with fistula","urn:miriam:icd:Q42","ICD-10","http://identifiers.org/icd/Q42.0"
"urn:miriam:icd:Q42.1","Q42.1","Congenital absence, atresia and stenosis of rectum without fistula","urn:miriam:icd:Q42","ICD-10","http://identifiers.org/icd/Q42.1"
"urn:miriam:icd:Q42.2","Q42.2","Congenital absence, atresia and stenosis of anus with fistula","urn:miriam:icd:Q42","ICD-10","http://identifiers.org/icd/Q42.2"
"urn:miriam:icd:Q42.3","Q42.3","Congenital absence, atresia and stenosis of anus without fistula","urn:miriam:icd:Q42","ICD-10","http://identifiers.org/icd/Q42.3"
"urn:miriam:icd:Q42.8","Q42.8","Congenital absence, atresia and stenosis of other parts of large intestine","urn:miriam:icd:Q42","ICD-10","http://identifiers.org/icd/Q42.8"
"urn:miriam:icd:Q42.9","Q42.9","Congenital absence, atresia and stenosis of large intestine, part unspecified","urn:miriam:icd:Q42","ICD-10","http://identifiers.org/icd/Q42.9"
"urn:miriam:icd:Q43","Q43","Other congenital malformations of intestine","urn:miriam:icd:Q38-Q45","ICD-10","http://identifiers.org/icd/Q43"
"urn:miriam:icd:Q43.0","Q43.0","Meckel diverticulum","urn:miriam:icd:Q43","ICD-10","http://identifiers.org/icd/Q43.0"
"urn:miriam:icd:Q43.1","Q43.1","Hirschsprung disease","urn:miriam:icd:Q43","ICD-10","http://identifiers.org/icd/Q43.1"
"urn:miriam:icd:Q43.2","Q43.2","Other congenital functional disorders of colon","urn:miriam:icd:Q43","ICD-10","http://identifiers.org/icd/Q43.2"
"urn:miriam:icd:Q43.3","Q43.3","Congenital malformations of intestinal fixation","urn:miriam:icd:Q43","ICD-10","http://identifiers.org/icd/Q43.3"
"urn:miriam:icd:Q43.4","Q43.4","Duplication of intestine","urn:miriam:icd:Q43","ICD-10","http://identifiers.org/icd/Q43.4"
"urn:miriam:icd:Q43.5","Q43.5","Ectopic anus","urn:miriam:icd:Q43","ICD-10","http://identifiers.org/icd/Q43.5"
"urn:miriam:icd:Q43.6","Q43.6","Congenital fistula of rectum and anus","urn:miriam:icd:Q43","ICD-10","http://identifiers.org/icd/Q43.6"
"urn:miriam:icd:Q43.7","Q43.7","Persistent cloaca","urn:miriam:icd:Q43","ICD-10","http://identifiers.org/icd/Q43.7"
"urn:miriam:icd:Q43.8","Q43.8","Other specified congenital malformations of intestine","urn:miriam:icd:Q43","ICD-10","http://identifiers.org/icd/Q43.8"
"urn:miriam:icd:Q43.9","Q43.9","Congenital malformation of intestine, unspecified","urn:miriam:icd:Q43","ICD-10","http://identifiers.org/icd/Q43.9"
"urn:miriam:icd:Q44","Q44","Congenital malformations of gallbladder, bile ducts and liver","urn:miriam:icd:Q38-Q45","ICD-10","http://identifiers.org/icd/Q44"
"urn:miriam:icd:Q44.0","Q44.0","Agenesis, aplasia and hypoplasia of gallbladder","urn:miriam:icd:Q44","ICD-10","http://identifiers.org/icd/Q44.0"
"urn:miriam:icd:Q44.1","Q44.1","Other congenital malformations of gallbladder","urn:miriam:icd:Q44","ICD-10","http://identifiers.org/icd/Q44.1"
"urn:miriam:icd:Q44.2","Q44.2","Atresia of bile ducts","urn:miriam:icd:Q44","ICD-10","http://identifiers.org/icd/Q44.2"
"urn:miriam:icd:Q44.3","Q44.3","Congenital stenosis and stricture of bile ducts","urn:miriam:icd:Q44","ICD-10","http://identifiers.org/icd/Q44.3"
"urn:miriam:icd:Q44.4","Q44.4","Choledochal cyst","urn:miriam:icd:Q44","ICD-10","http://identifiers.org/icd/Q44.4"
