release.version,table,name,collectionEvent.resource,collectionEvent.name,label,format,unit,references.table,references.name,mandatory,description,order,exampleValues,keywords,vocabularies,release.resource
1.0.0,core,m_glucose,,,Mother's glucose during pregnancy between 0-6 day of gestation (0 completed weeks),continuous,,,,,,,,,,LifeCycle
1.0.0,core,m_haem,,,Mother's haemoglobin during pregnancy between 0-6 day of gestation (0 completed weeks),continuous,,,,,,,,,,LifeCycle
1.0.0,core,m_hba1c,,,Mother's HbA1c during pregnancy between 0-6 day of gestation (0 completed weeks),continuous,,,,,,,,,,LifeCycle
1.0.0,core,m_hdlc,,,Mother's HDLc during pregnancy between 0-6 day of gestation (0 completed weeks),continuous,,,,,,,,,,LifeCycle
1.0.0,core,miggen_child,,,Child's migrant status,categorical,,,,,,,,Child's country of birth,,LifeCycle
1.0.0,core,m_insulin,,,Mother's insulin during pregnancy between 0-6 day of gestation (0 completed weeks),continuous,,,,,,,,,,LifeCycle
1.0.0,core,m_ldlc,,,Mother's LDLc during pregnancy between 0-6 day of gestation (0 completed weeks),continuous,,,,,,,,,,LifeCycle
1.0.0,core,mode_delivery,,,Mode of delivery,categorical,,,,,,,,Mode of delivery,,LifeCycle
1.0.0,core,mother_id,,,Unique identifier number for the mother,integer,,,,,,,,Mother id,,LifeCycle
1.0.0,core,m_sbp,,,Mother's systolic blood pressure during pregnancy between 0-6 day of gestation (0 completed weeks),continuous,,,,,,,,,,LifeCycle
1.0.0,core,m_triglycerides,,,Mother's triglycerides during pregnancy between 0-6 day of gestation (0 completed weeks),continuous,,,,,,,,,,LifeCycle
1.0.0,core,na_pgn,,,Sodium intake during pregnancy,continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,na_psc,,,Sodium intake in preschool age (2-4 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,na_sch,,,Sodium intake in school-age children (5-8 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,natgr,,,percentage of natgr (forests) land use within a buffer of 300 m at birth,continuous,,,,,,,,main_land_use_forests,,LifeCycle
1.0.0,core,natgr_preg,,,percentage of natgr (forests) land use within a buffer of 300 m at pregnancy,continuous,,,,,,,,main_land_use_medium_urban_fabric,,LifeCycle
1.0.0,core,ndvi100,,,average of NDVI values within a buffer of 100 m at birth,continuous,,,,,,,,ndvi100,,LifeCycle
1.0.0,core,ndvi100_preg,,,average of NDVI values within a buffer of 100 m at pregnancy,continuous,,,,,,,,ndvi100,,LifeCycle
1.0.0,core,ndvi300,,,average of NDVI values within a buffer of 300 m at birth,continuous,,,,,,,,ndvi300,,LifeCycle
1.0.0,core,ndvi300_preg,,,average of NDVI values within a buffer of 300 m at pregnancy,continuous,,,,,,,,ndvi300,,LifeCycle
1.0.0,core,ndvi500,,,average of NDVI values within a buffer of 500 m at birth,continuous,,,,,,,,ndvi500,,LifeCycle
1.0.0,core,ndvi500_preg,,,average of NDVI values within a buffer of 500 m at pregnancy,continuous,,,,,,,,ndvi500,,LifeCycle
1.0.0,core,neo_unit,,,Transferred to neonatal unit,boolean,,,,,,,,Transferred to neonatal unit,,LifeCycle
1.0.0,core,nffish_pgn,,,Non Fatty Fish during pregnancy,continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,nffish_psc,,,Non Fatty Fish in preschool age (2-4 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,nffish_sch,,,Non Fatty Fish in school-age children (5-8 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,no2,,,no2 average value (extrapolated back in time using ratio method) during first year (>0 year and <=1 year),continuous,,,,,,,,no2,,LifeCycle
1.0.0,core,no2_preg,,,no2 average value (extrapolated back in time using ratio method) during pregnancy,continuous,,,,,,,,no2,,LifeCycle
1.0.0,core,noise_dist,,,straight distance to the nearest road with noise level at birth,continuous,,,,,,,,distance,,LifeCycle
1.0.0,core,noise_dist_preg,,,straight distance to the nearest road with noise level at pregnancy,continuous,,,,,,,,distance,,LifeCycle
1.0.0,core,nox,,,nox average value (extrapolated back in time using ratio method) during first year (>0 year and <=1 year),continuous,,,,,,,,nox,,LifeCycle
1.0.0,core,nox_preg,,,nox average value (extrapolated back in time using ratio method) during pregnancy,continuous,,,,,,,,nox,,LifeCycle
1.0.0,core,nvi_age,,,exact age of the child (in years) when non-verbal intelligence were recorded for nvi_raw_0,continuous,,,,,,,,Non-verbal intelligence,,LifeCycle
1.0.0,core,nvi_avg,,,average of available items comprising the total raw score of  nvi_raw_0,continuous,,,,,,,,Non-verbal intelligence,,LifeCycle
1.0.0,core,nvi_eval,,,who the test for measuring non-verbal intelligence was administered/answered by for nvi_raw_0,categorical,,,,,,,,Non-verbal intelligence,,LifeCycle
1.0.0,core,nvi_instr,,,Cohort-specific instrument used to measure the non-verbal intelligence for nvi_raw_0,categorical,,,,,,,,Non-verbal intelligence,,LifeCycle
1.0.0,core,nvi_pc,,,"non-verbal intelligence, percentiles of nvi_pro_0",continuous,,,,,,,,Non-verbal intelligence,,LifeCycle
1.0.0,core,nvi_pro,,,total non-verbal intelligence score after prorating nvi_raw_0,continuous,,,,,,,,Non-verbal intelligence,,LifeCycle
1.0.0,core,nvi_raw,,,"non-verbal intelligence, total raw score assessed within one year of childbirth (>0 year and <1 year)",continuous,,,,,,,,Non-verbal intelligence,,LifeCycle
1.0.0,core,nvi_std,,,"non-verbal intelligence, standardized score of nvi_pro_0",continuous,,,,,,,,Non-verbal intelligence,,LifeCycle
1.0.0,core,occupcode_f1,,,Primary father's occupational code (>-1 year and <1 year),categorical,,,,,,,,Paternal occupational code,,LifeCycle
1.0.0,core,occupcode_f2,,,Secondary father's occupational code (>-1 year and <1 year),categorical,,,,,,,,Paternal occupational code,,LifeCycle
1.0.0,core,occupcode_m,,,Maternal occupational code (>-1 year and <1 year),categorical,,,,,,,,Maternal occupational code,,LifeCycle
1.0.0,core,occup_f1,,,"Paternal occupational status, primary father (>-1 year and <1 year)",categorical,,,,,,,,Paternal occupational status,,LifeCycle
1.0.0,core,occup_f2,,,"Paternal occupational status, secondary father (>-1 year and <1 year)",categorical,,,,,,,,Paternal occupational status,,LifeCycle
1.0.0,core,occup_m,,,Maternal occupational status (>-1 year and <1 year),categorical,,,,,,,,Maternal occupational status,,LifeCycle
1.0.0,core,other,,,"percentage of other (mineral extraction and dump sites, construction sites, land without current use) land use within a buffer of 300 m at birth",continuous,,,,,,,,main_land_use_other,,LifeCycle
1.0.0,core,other_preg,,,"percentage of other (mineral extraction and dump sites, construction sites, land without current use) land use within a buffer of 300 m at pregnancy",continuous,,,,,,,,main_land_use_forests,,LifeCycle
1.0.0,core,outcome,,,Birth outcome,categorical,,,,,,,,Birth outcome,,LifeCycle
1.0.0,core,outdoorpage_psc,,,Exact age at outdoor play (outdoorp_psc) data collection in years,continuous,,,,,,,,Preschool outdoor play,,LifeCycle
1.0.0,core,outdoorp_psc,,,"Child’s outdoor play duration in h /day, at preschool age",continuous,,,,,,,,Preschool outdoor play,,LifeCycle
1.0.0,core,parity_m,,,Mother's parity,categorical,,,,,,,,Maternal parity,,LifeCycle
1.0.0,core,patternA_snackscreen_psc,,,"Child’s score on the 'snack - screen' pattern, at preschool age.",continuous,,,,,,,,Preschool multibehavioral profiles,,LifeCycle
1.0.0,core,patternB_psc,,,"Child’s score on the secondary multibehavioral pattern, at preschool age.",continuous,,,,,,,,Preschool multibehavioral profiles,,LifeCycle
1.0.0,core,perccarb_pgn,,,Percentage of Total carbohydrate intake during pregnancy,continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,perccarb_psc,,,Total carbohydrate intake in preschool age (2-4 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,perccarb_sch,,,Total carbohydrate intake in school-age children (5-8 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,percfat_pgn,,,Percentage of Total Fat intake during pregnancy,continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,percfat_psc,,,Total Fat intake in preschool age (2-4 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,percfat_sch,,,Total Fat intake in school-age children (5-8 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,percprot_pgn,,,Percentage of Total Protein intake during pregnancy,continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,percprot_psc,,,Total Protein intake in preschool age (2-4 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,percprot_sch,,,Total Protein intake in school-age children (5-8 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,pets,,,Furry pet ownership (≥0 to <1year),boolean,,,,,,,,Furry Pets,,LifeCycle
1.0.0,core,pets_preg,,,"Furry pet (dogs, cats, rodents) ownership in child's household during pregnancy.",boolean,,,,,,,,Furry Pets,,LifeCycle
1.0.0,core,plac_abrup,,,Placental abruption,boolean,,,,,,,,Placental abruption,,LifeCycle
1.0.0,core,plac_weight,,,Placental weight,continuous,,,,,,,,Placenta weight,,LifeCycle
1.0.0,core,plurality,,,Plurality,categorical,,,,,,,,Plurality,,LifeCycle
1.0.0,core,pm10,,,pm10 average value (extrapolated back in time using ratio method) during first year (>0 year and <=1 year),continuous,,,,,,,,pm10,,LifeCycle
1.0.0,core,pm10cu,,,pm10cu value (extrapolated back in time using ratio method) at birth,continuous,,,,,,,,pm10cu,,LifeCycle
1.0.0,core,pm10cu_preg,,,pm10cu value (extrapolated back in time using ratio method) at pregnancy,continuous,,,,,,,,pm10cu,,LifeCycle
1.0.0,core,pm10fe,,,pm10fe value (extrapolated back in time using ratio method) at birth,continuous,,,,,,,,pm10fe,,LifeCycle
1.0.0,core,pm10fe_preg,,,pm10fe value (extrapolated back in time using ratio method) at pregnancy,continuous,,,,,,,,pm10fe,,LifeCycle
1.0.0,core,pm10k,,,pm10k value (extrapolated back in time using ratio method) at birth,continuous,,,,,,,,pm10k,,LifeCycle
1.0.0,core,pm10k_preg,,,pm10k value (extrapolated back in time using ratio method) at pregnancy,continuous,,,,,,,,pm10k,,LifeCycle
1.0.0,core,pm10ni,,,pm10ni value (extrapolated back in time using ratio method) at birth,continuous,,,,,,,,pm10ni,,LifeCycle
1.0.0,core,pm10ni_preg,,,pm10ni value (extrapolated back in time using ratio method) at pregnancy,continuous,,,,,,,,pm10ni,,LifeCycle
1.0.0,core,pm10_preg,,,pm10 average value (extrapolated back in time using ratio method) during pregnancy,continuous,,,,,,,,pm10,,LifeCycle
1.0.0,core,pm10s,,,pm10s value (extrapolated back in time using ratio method) at birth,continuous,,,,,,,,pm10s,,LifeCycle
1.0.0,core,pm10si,,,pm10si value (extrapolated back in time using ratio method) at birth,continuous,,,,,,,,pm10si,,LifeCycle
1.0.0,core,pm10si_preg,,,pm10si value (extrapolated back in time using ratio method) at pregnancy,continuous,,,,,,,,pm10si,,LifeCycle
1.0.0,core,pm10s_preg,,,pm10s value (extrapolated back in time using ratio method) at pregnancy,continuous,,,,,,,,pm10s,,LifeCycle
1.0.0,core,pm10v,,,pm10v value (extrapolated back in time using ratio method) at birth,continuous,,,,,,,,pm10v,,LifeCycle
1.0.0,core,pm10v_preg,,,pm10v value (extrapolated back in time using ratio method) at pregnancy,continuous,,,,,,,,pm10v,,LifeCycle
1.0.0,core,pm10zn,,,pm10zn value (extrapolated back in time using ratio method) at birth,continuous,,,,,,,,pm10zn,,LifeCycle
1.0.0,core,pm10zn_preg,,,pm10zn value (extrapolated back in time using ratio method) at pregnancy,continuous,,,,,,,,pm10zn,,LifeCycle
1.0.0,core,pm25,,,pm25 average value (extrapolated back in time using ratio method) during first year (>0 year and <=1 year),continuous,,,,,,,,pm25,,LifeCycle
1.0.0,core,pm25abs,,,pm25abs average value (extrapolated back in time using ratio method) during first year (>0 year and <=1 year),continuous,,,,,,,,pm25abs,,LifeCycle
1.0.0,core,pm25abs_preg,,,pm25abs average value (extrapolated back in time using ratio method) during pregnancy,continuous,,,,,,,,pm25abs,,LifeCycle
1.0.0,core,pm25cu,,,pm25cu value (extrapolated back in time using ratio method) at birth,continuous,,,,,,,,pm25cu,,LifeCycle
1.0.0,core,pm25cu_preg,,,pm25cu value (extrapolated back in time using ratio method) at pregnancy,continuous,,,,,,,,pm25cu,,LifeCycle
1.0.0,core,pm25fe,,,pm25fe value (extrapolated back in time using ratio method) at birth,continuous,,,,,,,,pm25fe,,LifeCycle
1.0.0,core,pm25fe_preg,,,pm25fe value (extrapolated back in time using ratio method) at pregnancy,continuous,,,,,,,,pm25fe,,LifeCycle
1.0.0,core,pm25k,,,pm25k value (extrapolated back in time using ratio method) at birth,continuous,,,,,,,,pm25k,,LifeCycle
1.0.0,core,pm25k_preg,,,pm25k value (extrapolated back in time using ratio method) at pregnancy,continuous,,,,,,,,pm25k,,LifeCycle
1.0.0,core,pm25ni,,,pm25ni value (extrapolated back in time using ratio method) at birth,continuous,,,,,,,,pm25ni,,LifeCycle
1.0.0,core,pm25ni_preg,,,pm25ni value (extrapolated back in time using ratio method) at pregnancy,continuous,,,,,,,,pm25ni,,LifeCycle
1.0.0,core,pm25_preg,,,pm25 average value (extrapolated back in time using ratio method) during pregnancy,continuous,,,,,,,,pm25,,LifeCycle
1.0.0,core,pm25s,,,pm25s value (extrapolated back in time using ratio method) at birth,continuous,,,,,,,,pm25s,,LifeCycle
1.0.0,core,pm25si,,,pm25si value (extrapolated back in time using ratio method) at birth,continuous,,,,,,,,pm25si,,LifeCycle
1.0.0,core,pm25si_preg,,,pm25si value (extrapolated back in time using ratio method) at pregnancy,continuous,,,,,,,,pm25si,,LifeCycle
1.0.0,core,pm25s_preg,,,pm25s value (extrapolated back in time using ratio method) at pregnancy,continuous,,,,,,,,pm25s,,LifeCycle
1.0.0,core,pm25v,,,pm25v value (extrapolated back in time using ratio method) at birth,continuous,,,,,,,,pm25v,,LifeCycle
1.0.0,core,pm25v_preg,,,pm25v value (extrapolated back in time using ratio method) at pregnancy,continuous,,,,,,,,pm25v,,LifeCycle
1.0.0,core,pm25zn,,,pm25zn value (extrapolated back in time using ratio method) at birth,continuous,,,,,,,,pm25zn,,LifeCycle
1.0.0,core,pm25zn_preg,,,pm25zn value (extrapolated back in time using ratio method) at pregnancy,continuous,,,,,,,,pm25zn,,LifeCycle
1.0.0,core,pmcoarse,,,pmcoarse average value (extrapolated back in time using ratio method) during first year (>0 year and <=1 year),continuous,,,,,,,,pmcoarse,,LifeCycle
1.0.0,core,pmcoarse_preg,,,pmcoarse average value (extrapolated back in time using ratio method) during pregnancy,continuous,,,,,,,,pmcoarse,,LifeCycle
1.0.0,core,popdens,,,population density at birth,continuous,,,,,,,,population_density,,LifeCycle
1.0.0,core,popdens_preg,,,population density at pregnancy,continuous,,,,,,,,population_density,,LifeCycle
1.0.0,core,port,,,percentage of port (port areas) land use within a buffer of 300 m at birth,continuous,,,,,,,,main_land_use_port,,LifeCycle
1.0.0,core,port_preg,,,percentage of port (port areas) land use within a buffer of 300 m at pregnancy,continuous,,,,,,,,main_land_use_other,,LifeCycle
1.0.0,core,potat_pgn,,,Potatoes during pregnancy,continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,potat_psc,,,Potatoes in preschool age (2-4 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,potat_sch,,,Potatoes in school-age children (5-8 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,ppd,,,Postpartum depression,boolean,,,,,,,,Depression,,LifeCycle
1.0.0,core,preeclam,,,Preeclampsia/HELLP syndrome,boolean,,,,,,,,Preeclampsia/gestational hypertension,,LifeCycle
1.0.0,core,preg_alc,,,Maternal alcohol intake in pregnancy (any),boolean,,,,,,,,Maternal alcohol intake,,LifeCycle
1.0.0,core,preg_alc_unit,,,Maternal alcohol intake in pregnancy (units),categorical,,,,,,,,Maternal alcohol intake,,LifeCycle
1.0.0,core,preg_an,,,Maternal anorexia nervosa active during the index pregnancy,boolean,,,,,,,,Anorexia nervosa,,LifeCycle
1.0.0,core,preg_bn,,,Maternal bulimia nervosa active during the index pregnancy,boolean,,,,,,,,Bulimia nervosa,,LifeCycle
1.0.0,core,preg_cig,,,Maternal smoking in pregnancy (cigarettes),categorical,,,,,,,,Maternal smoking,,LifeCycle
1.0.0,core,preg_dia,,,Gestational diabetes,boolean,,,,,,,,Maternal diabetes,,LifeCycle
1.0.0,core,preg_ed,,,Maternal any eating disorder active during the index pregnancy,boolean,,,,,,,,Any eating disorder,,LifeCycle
1.0.0,core,"preg_ed
",,,Maternal any eating disorder active during the index pregnancy,boolean,,,,,,,,,,LifeCycle
1.0.0,core,preg_fever,,,Fever in pregnancy,boolean,,,,,,,,Fever during pregnancy,,LifeCycle
1.0.0,core,preg_gain,,,Gestational weight gain,continuous,,,,,,,,Maternal weight,,LifeCycle
1.0.0,core,preg_gain_mes,,,Gestational weight gain measurement,categorical,,,,,,,,Maternal weight,,LifeCycle
1.0.0,core,preg_ht,,,Gestational hypertension,boolean,,,,,,,,Preeclampsia/gestational hypertension,,LifeCycle
1.0.0,core,preg_no,,,Pregnancy number,integer,,,,,,,,Pregnancy number,,LifeCycle
1.0.0,core,preg_plan,,,Planned pregnancy,boolean,,,,,,,,Planned pregnancy,,LifeCycle
1.0.0,core,preg_psych,,,Maternal psychiatric disorders during pregnancy,boolean,,,,,,,,Any psychiatric disorder,,LifeCycle
1.0.0,core,preg_smk,,,Maternal smoking in pregnancy (any),boolean,,,,,,,,Maternal smoking,,LifeCycle
1.0.0,core,preg_thyroid,,,Thyroid disorders during pregnancy,boolean,,,,,,,,Maternal thyroid disorders,,LifeCycle
1.0.0,core,prepreg_alc,,,Maternal pre-pregnancy alcohol intake (any),boolean,,,,,,,,Maternal alcohol intake,,LifeCycle
1.0.0,core,prepreg_alc_unit,,,Maternal pre-pregnancy alcohol intake (units),categorical,,,,,,,,Maternal alcohol intake,,LifeCycle
1.0.0,core,prepreg_an,,,Maternal history of anorexia nervosa,boolean,,,,,,,,Anorexia nervosa,,LifeCycle
1.0.0,core,prepreg_anx,,,Maternal history of anxiety disorders,boolean,,,,,,,,Anxiety,,LifeCycle
1.0.0,core,prepreg_bn,,,Maternal history of bulimia nervosa,boolean,,,,,,,,Bulimia nervosa,,LifeCycle
1.0.0,core,prepreg_cig,,,Maternal smoking before pregnancy (cigarettes),categorical,,,,,,,,Maternal smoking,,LifeCycle
1.0.0,core,prepreg_dep,,,Maternal history of depressive disorders,boolean,,,,,,,,Depression,,LifeCycle
1.0.0,core,prepreg_dia,,,History of diabetes,categorical,,,,,,,,Maternal diabetes,,LifeCycle
1.0.0,core,prepreg_ed,,,Maternal history of any eating disorder,boolean,,,,,,,,Any eating disorder,,LifeCycle
1.0.0,core,"prepreg_ed
",,,Maternal history of any eating disorder,boolean,,,,,,,,,,LifeCycle
1.0.0,core,prepreg_psych,,,Maternal pre-pregnancy psychiatric disorders,boolean,,,,,,,,Any psychiatric disorder,,LifeCycle
1.0.0,core,prepreg_smk,,,Maternal pre-pregnancy smoking (any),boolean,,,,,,,,Maternal smoking,,LifeCycle
1.0.0,core,prepreg_weight,,,Pre-pregnancy weight,continuous,,,,,,,,Maternal weight,,LifeCycle
1.0.0,core,prepreg_weight_ga,,,GA of mother when pre-pregnancy weight measured,integer,,,,,,,,Maternal weight,,LifeCycle
1.0.0,core,prepreg_weight_mes,,,Pre-pregnancy weight measurement,boolean,,,,,,,,Maternal weight,,LifeCycle
1.0.0,core,procmeat_pgn,,,Processed meat during pregnancy,continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,procmeat_psc,,,Processed meat in preschool age (2-4 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,procmeat_sch,,,Processed meat in school-age children (5-8 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,psych_bf,,,Paternal history of psychiatric disorder,boolean,,,,,,,,Paternal psychiatric health,,LifeCycle
1.0.0,core,pufas_pgn,,,Polyunsaturated fats intake during pregnancy,continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,pufas_psc,,,Polyunsaturated fats intakein preschool age (2-4 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,pufas_sch,,,Polyunsaturated fats intake in school-age children (5-8 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,pulse,,,Child's pulse rate (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,pulseage,,,Age at pulse rate measurement (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,pulsemessit,,,Standing or sitting when pulse rate measured (0 and <1 month),boolean,,,,,,,,,,LifeCycle
1.0.0,core,pulses_pgn,,,"Legumes, nuts and their products  during pregnancy",continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,pulses_psc,,,"Legumes, nuts and their products in  preschool age (2-4 years)",continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,pulses_sch,,,"Legumes, nuts and their products in school-age children (5-8 years)",continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,rash,,,Itchy rash within one year of birth (child aged between >-1 year and <1 year),boolean,,,,,,,,Itchy rash,,LifeCycle
1.0.0,core,rash_loc,,,Location of itchy rash typical for eczema within one year of birth (child aged between >-1 year and <1 year),boolean,,,,,,,,Itchy rash,,LifeCycle
1.0.0,core,recruit_age,,,Recruitment age,integer,,,,,,,,Recruitment age,,LifeCycle
1.0.0,core,redmeat_pgn,,,Red meat  during pregnancy,continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,redmeat_psc,,,Red meat  during in preschool age (2-4 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,redmeat_sch,,,Red meat  during in school-age children (5-8 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,region_fa,,,Father’s world region of birth,categorical,,,,,,,,Paternal country of birth,,LifeCycle
1.0.0,core,region_mo,,,Mother’s world region of birth,categorical,,,,,,,,Maternal country of birth,,LifeCycle
1.0.0,core,reledu_fa,,,Father’s educational selectivity,integer,,,,,,,,Paternal education (core),,LifeCycle
1.0.0,core,reledu_mo,,,Mother’s educational selectivity,integer,,,,,,,,Maternal education (core),,LifeCycle
1.0.0,core,repro,,,Reproducibility of the spirometry within one year of birth (child aged between >-1 year and <1 year),boolean,,,,,,,,Reproducibility,,LifeCycle
1.0.0,core,satfat_pgn,,,Saturated Fats intake during pregnancy,continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,satfat_psc,,,Saturated Fats intake in preschool age (2-4 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,satfat_sch,,,Saturated Fats in school-age children (5-8 years),continuous,,,,,,,,Nutrients,,LifeCycle
1.0.0,core,sav_pgn,,,Savory biscuits and crisps during pregnancy,continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,sav_psc,,,Savory biscuits and crisps in preschool age (2-4 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,sav_sch,,,Savory biscuits and crisps in school-age children (5-8 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,sbp,,,Child's systolic blood pressure - 1st measurement (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,sbpav,,,Child's systolic blood pressure - average (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,screenage_psc,,,Exact age at screen time (tv_psc and screenoth_psc) data collection in years,continuous,,,,,,,,Preschool screen times,,LifeCycle
1.0.0,core,screenoth_psc,,,"Child’s screen watching (minus tv) duration in h /day, at preschool age",continuous,,,,,,,,Preschool screen times,,LifeCycle
1.0.0,core,sex,,,Sex of the child,boolean,,,,,,,,Sex,,LifeCycle
1.0.0,core,sibling_pos,,,Sibling position,categorical,,,,,,,,Sibling position,,LifeCycle
1.0.0,core,sittinght,,,Child's sitting height (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,sittinghtage,,,Age at sitting height measurement (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,sittinghtmes,,,Measured vs. reported child sitting height (0 and <1 month),boolean,,,,,,,,,,LifeCycle
1.0.0,core,skipbreakf_psc,,,Skipping Breakfast (2-4 years),continuous,,,,,,,,Dietary behavior,,LifeCycle
1.0.0,core,skipbreakf_sch,,,Skipping Breakfast (5-8 years),continuous,,,,,,,,Dietary behavior,,LifeCycle
1.0.0,core,sleeptage_psc,,,Exact age at total sleep (sleept_psc) data collection in years,continuous,,,,,,,,Preschool sleep,,LifeCycle
1.0.0,core,sleept_psc,,,"Child’s total sleep duration in h /day, at preschool age",continuous,,,,,,,,Preschool sleep,,LifeCycle
1.0.0,core,smk_cig_p,,,Paternal smoking during pregnancy (cigarettes),categorical,,,,,,,,Paternal smoking,,LifeCycle
1.0.0,core,smk,,,Passive smoking (age ≥0 to <1year),boolean,,,,,,,,Passive smoking,,LifeCycle
1.0.0,core,smk_fath,,,"Father type, paternal smoking during pregnancy",categorical,,,,,,,,Paternal smoking,,LifeCycle
1.0.0,core,smk_p,,,Paternal smoking during pregnancy (any),boolean,,,,,,,,Paternal smoking,,LifeCycle
1.0.0,core,snacks_psc,,,Snacking frequency per day (2-4 years),continuous,,,,,,,,Dietary behavior,,LifeCycle
1.0.0,core,snacks_sch,,,Snacking frequency per day (5-8 years),continuous,,,,,,,,Dietary behavior,,LifeCycle
1.0.0,core,solid_food,,,Solid fod introduction,continuous,,,,,,,,Solid food introduction,,LifeCycle
1.0.0,core,subscapsf,,,Child's subscapular skinfold (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,subscapsfage,,,Age at subscapular skinfold measurement (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,subscapsfmes,,,Measured vs. reported child subscapular skinfold (0 and <1 month),boolean,,,,,,,,,,LifeCycle
1.0.0,core,sugar_pgn,,,"Sugar, sugar products, chocolate products and confectionery  during pregnancy",continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,sugar_psc,,,"Sugar, sugar products, chocolate products and confectionery in  preschool age (2-4 years)",continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,sugar_sch,,,"Sugar, sugar products, chocolate products and confectionery in school-age children (5-8 years)",continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,supp_pgn,,,Supplements during pregnancy,boolean,,,,,,,,Supplements,,LifeCycle
1.0.0,core,supp_psc,,,Any dietary supplements intake in preschool age (2-4 years),boolean,,,,,,,,Supplements,,LifeCycle
1.0.0,core,supp_sch,,,Any dietary supplements intake in school-age children (5-8 years),boolean,,,,,,,,Supplements,,LifeCycle
1.0.0,core,suprasf,,,Child's suprailiac skinfold (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,suprasfage,,,Age at suprailiac skinfold measurement (0 and <1 month),continuous,,,,,,,,,,LifeCycle
1.0.0,core,suprasfmes,,,Measured vs. reported child suprailiac skinfold (0 and <1 month),boolean,,,,,,,,,,LifeCycle
1.0.0,core,swebev_pgn,,,Sugar-sweetened beverages during pregnancy,continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,swebev_psc,,,Sugar-sweetened beverages in preschool age (2-4 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,swebev_sch,,,Sugar-sweetened beverages in school-age children (5-8 years),continuous,,,,,,,,Food groups,,LifeCycle
1.0.0,core,tm,,,average of mean temperature during first year (>0 year and <=1 year),continuous,,,,,,,,mean_temperature,,LifeCycle
1.0.0,core,tmax,,,average of maximum temperature during first year (>0 year and <=1 year),continuous,,,,,,,,maximum_temperature,,LifeCycle
1.0.0,core,tmax_preg,,,average of maximum temperature during pregnancy,continuous,,,,,,,,maximum_temperature,,LifeCycle
1.0.0,core,tmin,,,average of minimum temperature during first year (>0 year and <=1 year),continuous,,,,,,,,minimum_temperature,,LifeCycle
