name,label,description,mandatory,format,codeList,topic,population,collectionEvent
indtr,"percentage of indtr (industrial, commercial, public, military and private units) land use within a buffer of 300 m at birth",using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_41,,year
indtr_preg,"percentage of indtr (industrial, commercial, public, military and private units) land use within a buffer of 300 m at pregnancy",using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_40,,baseline
inhalant_all_sens_SPT,"Inhalant allergic sensitization, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",,false,boolean,,child_healthchar_allergy_allsens_inhalant_skinprick_any,,year
inh_all,Doctor diagnosis of inhalant allergy within one year of birth (child aged between >-1 year and <1 year),"Where data are available, allergy should be obtained by ISAAC questionnaires. If this is not the case, the variabele is partially harmonized",false,boolean,,child_healthchar_allergy_inhallergy,,year
inh_all_ever,Ever doctor diagnosis of inhalant allergy,"Where data are available, allergy should be obtained by ISAAC questionnaires. If this is not the case, the variabele is partially harmonized",false,boolean,,child_healthchar_allergy_inhallergy,,baseline
inh_all_sens_IgE,"Inhalant allergic sensitization, measured by specific IgE within one year of birth (child aged between >-1 year and <1 year)","Were data are available, allergic sensitization should be measured by specific IgE. If this is not the case, and only total IgE is measured, the variable is partially harmonized",false,continuous,,child_healthchar_allergy_allsens_inhalant_ige_any,,year
inh_all_sens_IgE_CAT,"Inhalant allergic sensitization to cat, measured by IgE within one year of birth (child aged between >-1 year and <1 year)",Please specify in online catalogue which species were tested,false,continuous,,child_healthchar_allergy_allsens_inhalant_ige_cat,,year
inh_all_sens_IgE_HDM,"Inhalant allergic sensitization to house dust mite, measured by IgE within one year of birth (child aged between >-1 year and <1 year)",Please specify in online catalogue which species were tested,false,continuous,,child_healthchar_allergy_allsens_inhalant_ige_dustmite,,year
inh_all_sens_IgE_MOULD,"Inhalant allergic sensitization to mould, measured by IgE within one year of birth (child aged between >-1 year and <1 year)",Please specify in online catalogue which species were tested,false,continuous,,child_healthchar_allergy_allsens_inhalant_ige_mould,,year
inh_all_sens_IgE_RYE,"Inhalant allergic sensitization to rye, measured by IgE within one year of birth (child aged between >-1 year and <1 year)",Please specify in online catalogue which species were tested,false,continuous,,child_healthchar_allergy_allsens_inhalant_ige_rye,,year
inh_all_sens_SPT_CAT,"Inhalant allergic sensitization to cat, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",,false,boolean,,child_healthchar_allergy_allsens_inhalant_skinprick_cat,,year
inh_all_sens_SPT_DOG,"Inhalant allergic sensitization to dog, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",,false,boolean,,child_healthchar_allergy_allsens_inhalant_skinprick_dog,,year
inh_all_sens_SPT_GRASS_mix,"Inhalant allergic sensitization to grass mix, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",Please specify in online catalogue which species were included in the mix,false,boolean,,child_healthchar_allergy_allsens_inhalant_skinprick_grass,,year
inh_all_sens_SPT_GRASS_tim,"Inhalant allergic sensitization to timothy grass, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",,false,boolean,,child_healthchar_allergy_allsens_inhalant_skinprick_grass,,year
inh_all_sens_SPT_HDM_derf,"Inhalant allergic sensitization to house dust mite (dermatophagoides farinae), measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",,false,boolean,,child_healthchar_allergy_allsens_inhalant_skinprick_dustmite,,year
inh_all_sens_SPT_HDM_derp,"Inhalant allergic sensitization to house dust mite (dermatophagoides pteronyssinus), measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",,false,boolean,,child_healthchar_allergy_allsens_inhalant_skinprick_dustmite,,year
inh_all_sens_SPT_HDM_mix,"Inhalant allergic sensitization to house dust mite mix, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",Please specify in online catalogue which species were included in the mix,false,boolean,,child_healthchar_allergy_allsens_inhalant_skinprick_dustmite,,year
inh_all_sens_SPT_TREE_birch,"Inhalant allergic sensitization to birch, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",,false,boolean,,child_healthchar_allergy_allsens_inhalant_skinprick_tree,,year
inh_all_sens_SPT_TREE_mix,"Inhalant allergic sensitization to tree polen mix, measured by skin prick test within one year of birth (child aged between >-1 year and <1 year)",Please specify in online catalogue which species were included in the mix,false,boolean,,child_healthchar_allergy_allsens_inhalant_skinprick_tree,,year
insulin,Child's insulin (0 and <1 month),,false,continuous,,,,month
insulinage,Age at insulin measurement (0 and <1 month),,false,continuous,,,,month
insulin_cord,Insulin measured in cord blood,,false,continuous,,,,baseline
insulinmes,Nonfasting or fasting when insulin measured (0 and <1 month),,false,boolean,,,,month
int_age,exact age of the child (in years) when internalizing problems were recorded for int_raw_0,Calculate age in years as (date of test assessment - date of birth)/365.2422,false,continuous,,aaaac3pykclzp6qwhza7xqiaae,,year
int_avg,average of available items comprising the total raw score of  int_raw_0,,false,continuous,,aaaac3pykclzp6qwhza7xqiaae,,year
int_eval,who the test for measuring internalizing problems was administered/answered by for int_raw_0,“computerized” (value label 4) only applies if the child perform the test with automatic results. Any computerized rating scale or questionnaire does not apply.,false,categorical,int_eval_options,aaaac3pykclzp6qwhza7xqiaae,,year
int_instr,Cohort-specific instrument used to measure the internalizing problems for int_raw_0,,false,categorical,int_instr_options,aaaac3pykclzp6qwhza7xqiaae,,year
int_pc,"internalizing problems, percentiles of int_pro_0",,false,continuous,,aaaac3pykclzp6qwhza7xqiaae,,year
int_pro,total internalizing problems score after prorating int_raw_0,,false,continuous,,aaaac3pykclzp6qwhza7xqiaae,,year
int_raw,"internalizing problems, total raw score assessed within one year of childbirth (>0 year and <1 year)","For SDQ, combine the emotional and peer items.

The variable is fully harmonized if the score is based on all required items of the respective instrument. In case of score calculated using a short form of the test, please inform about it (including the items used) and categorize it as partially harmonized.",false,continuous,,aaaac3pykclzp6qwhza7xqiaae,,year
ivf,In vitro-fertilisation,Did the mother become pregnant using IVF or ICSI,false,boolean,,aaaacyy2zhuep6qwh3nxvnaaae,,baseline
kcal_pgn,Total Daily Kcal intake during pregnancy,,false,continuous,,aaaac4cyas72j6qwhza7xqiaae,,baseline
kcal_psc,Daily Kcal intake in preschool age (2-4 years),,false,continuous,,aaaac4cyegdwf6qwhza7xqiaae,,baseline
kcal_sch,Daily Kcal intake in school-age children (5-8 years),,false,continuous,,aaaac4cyevtgx6qwhza7xqiaae,,baseline
lan_age,exact age of the child (in years) when language were recorded for lan_raw_0,"Calculate age in years as
(date of test assessment - date of birth)/365.2422",false,continuous,,aaaac3pywlwmb6qwhza7xqiaau,,year
lan_avg,average of available items comprising the total raw score of  lan_raw_0,,false,continuous,,aaaac3pywlwmb6qwhza7xqiaau,,year
landuseshan300,landuse Shannon's Evenness Index within a buffer of 300 m at birth,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_36,,year
landuseshan300_preg,landuse Shannon's Evenness Index within a buffer of 300 m at pregnancy,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_36,,baseline
lan_eval,who the test for measuring language was administered/answered by for lan_raw_0,“computerized” (value label 4) only applies if the child perform the test with automatic results. Any computerized rating scale or questionnaire does not apply.,false,categorical,lan_eval_options,aaaac3pywlwmb6qwhza7xqiaau,,year
lan_instr,Cohort-specific instrument used to measure the language for lan_raw_0,"Use the following specified scales:
Expressive subscale for BAS, BDIST;
Auditory expressive for ELM;
Language development speaking = for EYFSP;
Language/Comprehension for GDO-R;
Verbal for MSCA;
Verbal comprehension for WAIS, WISC;
Verbal IQ for WPPSI;
Expressive naming, verbal fluency for NEPSY-II;
Speech and language achievements for STYCAR",false,categorical,lan_instr_options,aaaac3pywlwmb6qwhza7xqiaau,,year
lan_pc,"language, percentiles of lan_pro_0",,false,continuous,,aaaac3pywlwmb6qwhza7xqiaau,,year
lan_pro,total language score after prorating lan_raw_0,"If language is measured using “computerized” test, create prorated scores equals to raw scores: lan_pro_0=lan_raw_0",false,continuous,,aaaac3pywlwmb6qwhza7xqiaau,,year
lan_raw,"language, total raw score assessed within one year of childbirth (>0 year and <1 year)","The variable is fully harmonized if the score is based on all required items of the respective instrument. In case of score calculated using a short form of the test, please inform about it (including the items used) and categorize it as partially harmonized",false,continuous,,aaaac3pywlwmb6qwhza7xqiaau,,year
lan_std,"language, standardized score of lan_pro_0",,false,continuous,,aaaac3pywlwmb6qwhza7xqiaau,,year
latepreg_weight,Late pregnancy weight,"Latest measurement of weight before delivery. Use measured weight if available 

If a pregnancy weight within one  week of delivery is not available, a late pregnancy weight, closest to delivery from 32 weeks gestation is acceptable. This will be partial harmonisation.",false,continuous,,aaaacyy2ylzix6qwh3nxvnaaae,,baseline
latepreg_weight_ga,Late pregnancy weight gestational age,Gestational age when late-pregnancy weight measured,false,integer,,aaaacyy2ylzix6qwh3nxvnaaae,,baseline
latepreg_weight_mes,Late pregnancy weight measurement,Reported vs. measured late-pregnancy weight,false,boolean,,aaaacyy2ylzix6qwh3nxvnaaae,,baseline
lden,day-evening-night level at birth,"using european road traffic noise maps, which were generated under EC Directive 2002/49/EC (Assessment and Management of Environmental Noise) in the framework of the European Noise Directive (END)",false,continuous,,sub_sub_folder_69,,year
lden_c,categorized day-evening-night level at birth,"using european road traffic noise maps, which were generated under EC Directive 2002/49/EC (Assessment and Management of Environmental Noise) in the framework of the European Noise Directive (END)",false,categorical,lden_c_options,sub_sub_folder_71,,year
lden_c_preg,categorized day-evening-night level at pregnancy,"using european road traffic noise maps, which were generated under EC Directive 2002/49/EC (Assessment and Management of Environmental Noise) in the framework of the European Noise Directive (END)",false,categorical,lden_c_preg_options,sub_sub_folder_71,,baseline
lden_preg,day-evening-night level at pregnancy,"using european road traffic noise maps, which were generated under EC Directive 2002/49/EC (Assessment and Management of Environmental Noise) in the framework of the European Noise Directive (END)",false,continuous,,sub_sub_folder_69,,baseline
ldlc,Child's LDLc (0 and <1 month),,false,continuous,,,,month
ldlcage,Age at LDLc measurement (0 and <1 month),,false,continuous,,,,month
ldlc_cord,LDLc measured in cord blood,,false,continuous,,,,baseline
ldlcmes,Nonfasting or fasting when LDLc measured (0 and <1 month),,false,boolean,,,,month
ldres,percentage of ldres (discontinuous dense/medium density/low density urban fabric) land use within a buffer of 300 m at birth,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_42,,year
ldres_preg,percentage of ldres (discontinuous dense/medium density/low density urban fabric) land use within a buffer of 300 m at pregnancy,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_41,,baseline
leptin,Child's leptin (0 and <1 month),,false,continuous,,,,month
leptinage,Age at leptin measurement (0 and <1 month),,false,continuous,,,,month
leptin_cord,leptin measured in cord blood,,false,continuous,,,,baseline
leptinmes,Nonfasting or fasting when leptin measured (0 and <1 month),,false,boolean,,,,month
lfdairy_pgn,Low fat dairy during pregnancy,Based on Eurocode 2 Food Coding System,false,continuous,,aaaac4cyara376qwhza7xqiaae,,baseline
lfdairy_psc,Low fat dairy in preschool age (2-4 years),,false,continuous,,aaaac4cyeeamt6qwhza7xqiaam,,baseline
lfdairy_sch,Low fat dairy in school-age children (5-8 years),,false,continuous,,aaaac4cyeuhdp6qwhza7xqiaae,,baseline
ln,night level at birth,"using european road traffic noise maps, which were generated under EC Directive 2002/49/EC (Assessment and Management of Environmental Noise) in the framework of the European Noise Directive (END)",false,continuous,,sub_sub_folder_70,,year
ln_c,categorized night level at birth,"using european road traffic noise maps, which were generated under EC Directive 2002/49/EC (Assessment and Management of Environmental Noise) in the framework of the European Noise Directive (END)",false,categorical,ln_c_options,sub_sub_folder_72,,year
ln_c_preg,categorized night level at pregnancy,"using european road traffic noise maps, which were generated under EC Directive 2002/49/EC (Assessment and Management of Environmental Noise) in the framework of the European Noise Directive (END)",false,categorical,ln_c_preg_options,sub_sub_folder_72,,baseline
ln_preg,night level at pregnancy,"using european road traffic noise maps, which were generated under EC Directive 2002/49/EC (Assessment and Management of Environmental Noise) in the framework of the European Noise Directive (END)",false,continuous,,sub_sub_folder_70,,baseline
LRTI,"Lower respiratory tract infections (bronchiolitis, bronchitis, pneumonia, chest infection, or equivalent) within one year of birth (child aged between >-1 year and <1 year)","Please specify which infections were assessed. Where data are available, infections should be doctor diagnosed. If this is not the case, the variabele is partially harmonized",false,boolean,,child_healthchar_resp_resptractinf_lower,,year
lst,land surface temperature during first year (>0 year and <=1 year),using satellite imagery,false,continuous,,sub_sub_folder_59,,year
lst_preg,land surface temperature during pregnancy,using satellite imagery,false,continuous,,sub_sub_folder_59,,baseline
mainmeal_psc,Main meals frequency per day (2-4 years),,false,continuous,,aaaac4cyehvsh6qwhza7xqiaae,,baseline
mainmeal_sch,Main meals frequency per day (5-8 years),,false,continuous,,aaaac4cyewju56qwhza7xqiaae,,baseline
major_con_anomalies,Major congenital anomalies,"According to EUROCAT guide 1.4 for all births from 1st January 2013 (http://www.eurocat-network.eu/content/Full%20Guide%201%204%20version%2008_Sept2017.pdf); EUROCAT guide 1.3 for births between 1st January 2005 and 31st December 2012 (http://www.eurocat-network.eu/content/EUROCAT-Guide-1.3.pdf); EUROCAT guide 1.2 for births up to 31st December 2004 (http://www.eurocat-network.eu/content/EUROCAT-Guide-1.2.pdf).

Diagnosed within the 1st year of life",false,boolean,,aaaaczoclfi7h6qwhycgrlaaae,,baseline
mar,Medically Assisted Reproduction,"MAR (medically assisted reproduction) refers to reproduction brought about through various interventions, procedures, surgeries and technologies to treat different forms of fertility impairment and infertility. These include ovulation induction, ovarian stimulation, ovulation triggering, all ART procedures (interventions that include the in vitro handling of both human oocytes and sperm or of embryos for the purpose of reproduction), uterine transplantation and intra-uterine, intracervical and intravaginal insemination with semen of husband/partner or donor.",false,boolean,,aaaacyy2zhuep6qwh3nxvnaaae,,baseline
m_chol,Mother's total cholesterol during pregnancy between 0-6 day of gestation (0 completed weeks),,false,continuous,,,,week
m_crp,Mother's CRP during pregnancy between 0-6 day of gestation (0 completed weeks),,false,continuous,,,,week
m_dbp,Mother's diastolic blood pressure during pregnancy between 0-6 day of gestation (0 completed weeks),,false,continuous,,,,week
mdist,distance to meteorological station during first year (>0 year and <=1 year),using local meteorologic stations,false,continuous,,urbanenv_meteo_mdist,,year
mdist_preg,distance to meteorological station during pregnancy,using local meteorologic stations,false,continuous,,urbanenv_meteo_mdist,,baseline
meat_pgn,Meat and meat products during pregnancy,Based on Eurocode 2 Food Coding System,false,continuous,,aaaac4cyara376qwhza7xqiaae,,baseline
meat_psc,Meat and meat products in  preschool age (2-4 years),,false,continuous,,aaaac4cyeeamt6qwhza7xqiaam,,baseline
meat_sch,Meat and meat products in school-age children (5-8 years),,false,continuous,,aaaac4cyeuhdp6qwhza7xqiaae,,baseline
mental,Mental disorder exposure (age ≥0 to <1year),"Any exposure to relatives with mental disorders (mother, biological father, social father, or any individuals close to the child) from birth up to 1st birthday (age range ≥0 to <1year)",false,boolean,,aaaacyy22vk3t6qwh3nxvnaaae,,year
m_glucose,Mother's glucose during pregnancy between 0-6 day of gestation (0 completed weeks),,false,continuous,,,,week
m_haem,Mother's haemoglobin during pregnancy between 0-6 day of gestation (0 completed weeks),,false,continuous,,,,week
m_hba1c,Mother's HbA1c during pregnancy between 0-6 day of gestation (0 completed weeks),,false,continuous,,,,week
m_hdlc,Mother's HDLc during pregnancy between 0-6 day of gestation (0 completed weeks),,false,continuous,,,,week
miggen_child,Child's migrant status,"“1st generation”: cohort member is born abroad;
“2nd generation”: cohort member is born in the host country, both parents are born abroad;
“2.5 generation – mother”: cohort member born in the host country, father born in the host country, mother born abroad; “2.5 generation – father”: cohort member born in the host country, mother born in the host country, father born abroad
“Natives”: cohort member is born in the host country; both parents born in the host country",false,categorical,miggen_child_options,aaaac2ipjyxw36qwhza7xqiaae,,baseline
m_insulin,Mother's insulin during pregnancy between 0-6 day of gestation (0 completed weeks),,false,continuous,,,,week
m_ldlc,Mother's LDLc during pregnancy between 0-6 day of gestation (0 completed weeks),,false,continuous,,,,week
mode_delivery,Mode of delivery,"Complete match achieved when data on all categories are available, otherwise the match is partial.",false,categorical,mode_delivery_options,aaaacyy2zjxht6qwh3nxvnaaae,,baseline
mother_id,Unique identifier number for the mother,Either original id or new id generated by the cohort,false,integer,,aaaacyy2wugwj6qwh3nxvnaaae,,baseline
m_sbp,Mother's systolic blood pressure during pregnancy between 0-6 day of gestation (0 completed weeks),,false,continuous,,,,week
m_triglycerides,Mother's triglycerides during pregnancy between 0-6 day of gestation (0 completed weeks),,false,continuous,,,,week
na_pgn,Sodium intake during pregnancy,,false,continuous,,aaaac4cyas72j6qwhza7xqiaae,,baseline
na_psc,Sodium intake in preschool age (2-4 years),,false,continuous,,aaaac4cyegdwf6qwhza7xqiaae,,baseline
na_sch,Sodium intake in school-age children (5-8 years),,false,continuous,,aaaac4cyevtgx6qwhza7xqiaae,,baseline
natgr,percentage of natgr (forests) land use within a buffer of 300 m at birth,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_43,,year
natgr_preg,percentage of natgr (forests) land use within a buffer of 300 m at pregnancy,using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_42,,baseline
ndvi100,average of NDVI values within a buffer of 100 m at birth,using the same source for all the cohorts (LANDSAT),false,continuous,,sub_sub_folder_66,,year
ndvi100_preg,average of NDVI values within a buffer of 100 m at pregnancy,using the same source for all the cohorts (LANDSAT),false,continuous,,sub_sub_folder_66,,baseline
ndvi300,average of NDVI values within a buffer of 300 m at birth,using the same source for all the cohorts (LANDSAT),false,continuous,,sub_sub_folder_67,,year
ndvi300_preg,average of NDVI values within a buffer of 300 m at pregnancy,using the same source for all the cohorts (LANDSAT),false,continuous,,sub_sub_folder_67,,baseline
ndvi500,average of NDVI values within a buffer of 500 m at birth,using the same source for all the cohorts (LANDSAT),false,continuous,,sub_sub_folder_68,,year
ndvi500_preg,average of NDVI values within a buffer of 500 m at pregnancy,using the same source for all the cohorts (LANDSAT),false,continuous,,sub_sub_folder_68,,baseline
neo_unit,Transferred to neonatal unit,Any transfer to a neonatal unit within the first week of life,false,boolean,,aaaaczocj2xfb6qwhycgrlaaae,,baseline
nffish_pgn,Non Fatty Fish during pregnancy,Based on Eurocode 2 Food Coding System,false,continuous,,aaaac4cyara376qwhza7xqiaae,,baseline
nffish_psc,Non Fatty Fish in preschool age (2-4 years),,false,continuous,,aaaac4cyeeamt6qwhza7xqiaam,,baseline
nffish_sch,Non Fatty Fish in school-age children (5-8 years),,false,continuous,,aaaac4cyeuhdp6qwhza7xqiaae,,baseline
no2,no2 average value (extrapolated back in time using ratio method) during first year (>0 year and <=1 year),"using ESCAPE LUR models except for ALSPAC, DNBC, NINFEA FIRENZE, PICCOLIPIÙ FIRENZE, that has been used ELAPSE models",false,continuous,,sub_sub_folder_1,,year
no2_preg,no2 average value (extrapolated back in time using ratio method) during pregnancy,"using ESCAPE LUR models except for ALSPAC, DNBC, NINFEA FIRENZE, PICCOLIPIÙ FIRENZE, that has been used ELAPSE models",false,continuous,,sub_sub_folder_1,,baseline
noise_dist,straight distance to the nearest road with noise level at birth,"using european road traffic noise maps, which were generated under EC Directive 2002/49/EC (Assessment and Management of Environmental Noise) in the framework of the European Noise Directive (END)",false,continuous,,sub_sub_folder_73,,year
noise_dist_preg,straight distance to the nearest road with noise level at pregnancy,"using european road traffic noise maps, which were generated under EC Directive 2002/49/EC (Assessment and Management of Environmental Noise) in the framework of the European Noise Directive (END)",false,continuous,,sub_sub_folder_73,,baseline
nox,nox average value (extrapolated back in time using ratio method) during first year (>0 year and <=1 year),using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_2,,year
nox_preg,nox average value (extrapolated back in time using ratio method) during pregnancy,using the same source for all the cohorts (ESCAPE LUR MODELS),false,continuous,,sub_sub_folder_2,,baseline
nvi_age,exact age of the child (in years) when non-verbal intelligence were recorded for nvi_raw_0,"Calculate age in years as
(date of test assessment - date of birth)/365.2422",false,continuous,,aaaac3pywidtd6qwhza7xqiaae,,year
nvi_avg,average of available items comprising the total raw score of  nvi_raw_0,,false,continuous,,aaaac3pywidtd6qwhza7xqiaae,,year
nvi_eval,who the test for measuring non-verbal intelligence was administered/answered by for nvi_raw_0,“computerized” (value label 4) only applies if the child perform the test with automatic results. Any computerized rating scale or questionnaire does not apply.,false,categorical,nvi_eval_options,aaaac3pywidtd6qwhza7xqiaae,,year
nvi_instr,Cohort-specific instrument used to measure the non-verbal intelligence for nvi_raw_0,"Use the following specified scales:
Problem solving for ASQ;
Cognitive for BSID and HELP; 
Perceptual-performance for MSCA;
Performance IQ for WPPSI; 
Fluid reasoning index for WISC; 
Perceptual reasoning for WAIS; 
Practical reasoning for GMDS; 
Visual/spatial for GDO-R",false,categorical,nvi_instr_options,aaaac3pywidtd6qwhza7xqiaae,,year
nvi_pc,"non-verbal intelligence, percentiles of nvi_pro_0",,false,continuous,,aaaac3pywidtd6qwhza7xqiaae,,year
nvi_pro,total non-verbal intelligence score after prorating nvi_raw_0,"If non-verbal intelligence is measured using “computerized” test, create prorated scores equals to raw scores: nvi_pro_0=nvi_raw_0",false,continuous,,aaaac3pywidtd6qwhza7xqiaae,,year
nvi_raw,"non-verbal intelligence, total raw score assessed within one year of childbirth (>0 year and <1 year)","The variable is fully harmonized if the score is based on all required items of the respective instrument. In case of score calculated using a short form of the test, please inform about it (including the items used) and categorize it as partially harmonized",false,continuous,,aaaac3pywidtd6qwhza7xqiaae,,year
nvi_std,"non-verbal intelligence, standardized score of nvi_pro_0",,false,continuous,,aaaac3pywidtd6qwhza7xqiaae,,year
occupcode_f1,Primary father's occupational code (>-1 year and <1 year),"Occupation of the primary father figure classified according to ISCO-88 1 digit codes within one year of birth (child aged between >-1 year and <1 year)

If more than one occupation is recorded within the defined time frame use the highest reported level.

Classified according to ISCO-88 (International Standard Classification of Occupations 1988)  1 digit codes 
http://www.ilo.org/public/english/bureau/stat/isco/isco08/index.htm",false,categorical,occupcode_f1_options,aaaacyy2z2iej6qwh3nxvnaaae,,week
occupcode_f2,Secondary father's occupational code (>-1 year and <1 year),"Occupation of the secondary father figure classified according to ISCO-88 1 digit codes within one year of birth (child aged between >-1 year and <1 year)

If more than one occupation is recorded within the defined time frame use the highest reported level.

Classified according to ISCO-88 (International Standard Classification of Occupations 1988)  1 digit codes 
http://www.ilo.org/public/english/bureau/stat/isco/isco08/index.htm",false,categorical,occupcode_f2_options,aaaacyy2z2iej6qwh3nxvnaaae,,week
occupcode_m,Maternal occupational code (>-1 year and <1 year),"Occupation of the mother classified according to ISCO-88 1 digit codes within one year of birth (child aged between >-1 year and <1 year)

If more than one occupation is recorded within the defined time frame use the highest reported level.

Classified according to ISCO-88 (International Standard Classification of Occupations 1988)  1 digit codes 
http://www.ilo.org/public/english/bureau/stat/isco/isco08/index.htm",false,categorical,occupcode_m_options,aaaaczoccqdsx6qwhycgrlaaae,,year
occup_f1,"Paternal occupational status, primary father (>-1 year and <1 year)","Occupational status of primary/main father-figure within one year of birth (>-1 year and <1 year)

If a cohort does not have data specifying whether the father is employed or self-employed, categorise the father as employed; the variable will be partially harmonised. 

 If more than one status is recorded within the defined time frame, use the highest reported level",false,categorical,occup_f1_options,aaaacyxxchjdn6qwh3nxvnaaae,,week
occup_f2,"Paternal occupational status, secondary father (>-1 year and <1 year)","Occupational status of secondary father-figure within one year of birth (>-1 year and <1 year)

If a cohort does not have data specifying whether the father is employed or self-employed, categorise the father as employed; the variable will be partially harmonised 

 If more than one status is recorded within the defined time frame, use the highest reported level",false,categorical,occup_f2_options,aaaacyxxchjdn6qwh3nxvnaaae,,week
occup_m,Maternal occupational status (>-1 year and <1 year),"Occupational status of the mother when the chld was within one year of birth (≥-1 year and <1 year)

Employed/self-employed  includes maternity leave if she was employed before commencing maternity leave. 
 If more than one status is recorded within the defined time frame use the highest reported level.

If a cohort does not have data specifying whether the mother is employed or self-employed, categorise the mother as employed; the variable will be partially harmonised.",false,categorical,occup_m_options,aaaacyxw33i5d6qwh3nxvnaaae,,year
other,"percentage of other (mineral extraction and dump sites, construction sites, land without current use) land use within a buffer of 300 m at birth",using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_44,,year
other_preg,"percentage of other (mineral extraction and dump sites, construction sites, land without current use) land use within a buffer of 300 m at pregnancy",using URBANATLAS except for INMA GUIPUZCOA (EUNIS) and MOBA (local layer),false,continuous,,sub_sub_folder_43,,baseline
outcome,Birth outcome,"A complete match is achieved when data on all categories (live born, still born, spontaneous abortion etc.) are available. When detailing the match of the variable in the catalogue it is important to include the date of recruitment; in many cases this will explain a partial match. Where the match is only partial, also indicate whether there are complete data on live-born vs. stillborn.
Stillborn defined as 22 completed weeks",false,categorical,outcome_options,aaaacyy2zknrv6qwh3nxvnaaae,,baseline
outdoorpage_psc,Exact age at outdoor play (outdoorp_psc) data collection in years,"When available, we took the questionnaire return date.",false,continuous,,aaaac3wu545nf6qwhza7xqiaae,,baseline
outdoorp_psc,"Child’s outdoor play duration in h /day, at preschool age",,false,continuous,,aaaac3wu545nf6qwhza7xqiaae,,baseline
parity_m,Mother's parity,"Mother's parity based on previous born children (previous stillbirths included, abortions excluded). Stillbirth is defined as the death of a fetus at or after 22 completed weeks of gestation. 

If both Birth medical registry data and self-reported data are available, prioritisation is as follows: 
1) Medical Birth registry data 
2) Self-reported",false,categorical,parity_m_options,aaaacyy2ze5ib6qwh3nxvnaaae,,baseline
patternA_snackscreen_psc,"Child’s score on the 'snack - screen' pattern, at preschool age.","Children with higher score show relatively more sweet beverages and processed foods intake, higher screen times and lower fruit and vegetables intake than other children from the same cohort. The score is derived from PCA loadings.
The patterns are data driven, and therefore aren’t strictly equivalent between the cohorts, however, the interpretation of this pattern is coherent accross the cohorts.",false,continuous,,aaaac3wu6cr4l6qwhza7xqiaae,,baseline
patternB_psc,"Child’s score on the secondary multibehavioral pattern, at preschool age.","The score is relative to the child’s cohort and is derived from PCA loadings.
The patterns are data driven, this second multi-behavioral pattern isn’t coherent accross the cohorts. See each cohorts detailed infos for a succinct profile description.",false,continuous,,aaaac3wu6cr4l6qwhza7xqiaae,,baseline
perccarb_pgn,Percentage of Total carbohydrate intake during pregnancy,,false,continuous,,aaaac4cyas72j6qwhza7xqiaae,,baseline
perccarb_psc,Total carbohydrate intake in preschool age (2-4 years),,false,continuous,,aaaac4cyegdwf6qwhza7xqiaae,,baseline
perccarb_sch,Total carbohydrate intake in school-age children (5-8 years),,false,continuous,,aaaac4cyevtgx6qwhza7xqiaae,,baseline
percfat_pgn,Percentage of Total Fat intake during pregnancy,,false,continuous,,aaaac4cyas72j6qwhza7xqiaae,,baseline
percfat_psc,Total Fat intake in preschool age (2-4 years),,false,continuous,,aaaac4cyegdwf6qwhza7xqiaae,,baseline
percfat_sch,Total Fat intake in school-age children (5-8 years),,false,continuous,,aaaac4cyevtgx6qwhza7xqiaae,,baseline
percprot_pgn,Percentage of Total Protein intake during pregnancy,,false,continuous,,aaaac4cyas72j6qwhza7xqiaae,,baseline
percprot_psc,Total Protein intake in preschool age (2-4 years),,false,continuous,,aaaac4cyegdwf6qwhza7xqiaae,,baseline
percprot_sch,Total Protein intake in school-age children (5-8 years),,false,continuous,,aaaac4cyevtgx6qwhza7xqiaae,,baseline
pets,Furry pet ownership (≥0 to <1year),"Furry pet (dogs, cats, rodents) ownership in child's household from 0 to <1year.",false,boolean,,aaaacyy22t2cn6qwh3nxvnaaae,,year
